Customer_ID ,Own,AutoPartner,InsurancePartner,Intermediary,IRR,Credit_Score,Approved_Date,NewCar,UsedCar,Refinance,Amount,Term,Offered_Rate,Refinance,Competitor,Prime,Accepted,Funded_Date,Offered_competitor,Offered_prime
1746,0,0,1,0,2,699,2017-09-08,0,1,0,7295,60,7.44,,6.15,2.61,1,2017-09-21,1.29,4.83
1747,0,1,0,0,1,804,2017-09-08,0,0,1,17212,48,6.2,7.67,6.49,2.61,0,,-0.29,3.59
1748,0,0,1,0,3,671,2017-09-08,1,0,0,25000,60,9.55,,5.59,2.61,0,,3.96,6.94
1749,0,0,0,1,2,705,2017-09-08,1,0,0,29160,66,6.39,,6.39,2.61,0,,0,3.78
1750,1,0,0,0,1,761,2017-09-08,0,1,0,24750,60,6.05,,6.15,2.61,0,,-0.1,3.44
1751,0,0,0,1,4,652,2017-09-08,0,1,0,13662,66,12.25,,6.89,2.61,0,,5.36,9.64
1752,0,0,1,0,1,745,2017-09-08,0,1,0,32175,72,6.89,,6.89,2.61,0,,0,4.28
1753,0,0,1,0,2,717,2017-09-08,1,0,0,34999,60,7.39,,5.59,2.61,0,,1.8,4.78
1754,0,0,1,0,2,706,2017-09-08,0,0,1,15820,60,7.19,7.9,6.49,2.61,0,,0.7,4.58
1755,0,0,0,1,1,744,2017-09-08,0,1,0,15340,60,6.05,,6.15,2.61,1,2017-09-22,-0.1,3.44
1756,0,1,0,0,2,702,2017-09-08,0,0,1,13449,48,7.19,7.5,6.49,2.61,0,,0.7,4.58
1757,0,0,0,1,3,687,2017-09-08,0,1,0,29699,72,10.25,,6.89,2.61,0,,3.36,7.64
1758,1,0,0,0,1,771,2017-09-08,1,0,0,35291,60,5.49,,5.59,2.61,1,2017-09-21,-0.1,2.88
1759,0,0,1,0,1,796,2017-09-08,0,1,0,17325,48,6.15,,6.15,2.61,0,,0,3.54
1760,1,0,0,0,2,693,2017-09-08,1,0,0,33000,60,7.39,,5.59,2.61,0,,1.8,4.78
1761,0,0,0,1,1,756,2017-09-08,1,0,0,45000,60,5.49,,5.59,2.61,0,,-0.1,2.88
1762,1,0,0,0,1,784,2017-09-08,1,0,0,20000,36,3.99,,3.99,2.61,0,,0,1.38
1763,1,0,0,0,4,644,2017-09-08,0,1,0,27892,60,11.95,,6.15,2.61,1,2017-10-17,5.8,9.34
1764,0,0,1,0,2,727,2017-09-08,0,1,0,9900,72,8.09,,6.89,2.61,0,,1.2,5.48
1765,0,0,1,0,3,676,2017-09-08,1,0,0,28892,72,9.75,,6.39,2.61,0,,3.36,7.14
1766,0,0,1,0,1,786,2017-09-08,0,0,1,14134,48,6.39,11,6.49,2.61,1,2017-10-19,-0.1,3.78
1767,0,0,1,0,4,667,2017-09-08,1,0,0,19600,72,12.15,,6.39,2.61,0,,5.76,9.54
1768,0,0,0,1,1,792,2017-09-08,1,0,0,34999,60,5.49,,5.59,2.61,0,,-0.1,2.88
1769,0,0,1,0,1,766,2017-09-08,1,0,0,20000,60,5.49,,5.59,2.61,0,,-0.1,2.88
1770,0,0,0,1,1,733,2017-09-08,0,1,0,5940,36,5.65,,5.65,2.61,1,2017-09-26,0,3.04
1771,0,1,0,0,1,813,2017-09-08,0,0,1,14850,60,6.49,10.5,6.49,2.61,0,,0,3.88
1772,1,0,0,0,1,796,2017-09-08,0,1,0,9991,48,6.15,,6.15,2.61,1,2017-09-19,0,3.54
1773,0,0,0,1,1,732,2017-09-08,1,0,0,35000,60,5.49,,5.59,2.61,0,,-0.1,2.88
1774,1,0,0,0,1,804,2017-09-08,1,0,0,31187,36,3.99,,3.99,2.61,0,,0,1.38
1775,0,0,0,1,1,754,2017-09-08,0,0,1,15468,60,6.49,8,6.49,2.61,0,,0,3.88
1776,0,0,1,0,1,747,2017-09-08,1,0,0,34999,60,5.49,,5.59,2.61,0,,-0.1,2.88
1777,1,0,0,0,3,683,2017-09-08,0,1,0,14850,36,9.65,,5.65,2.61,0,,4,7.04
1778,1,0,0,0,2,691,2017-09-08,1,0,0,38000,60,7.14,,5.59,2.61,0,,1.55,4.53
1779,0,0,1,0,1,746,2017-09-08,0,1,0,9357,36,5.65,,5.65,2.61,1,2017-10-09,0,3.04
1780,0,0,1,0,1,796,2017-09-08,1,0,0,29638,60,5.49,,5.59,2.61,0,,-0.1,2.88
1781,1,0,0,0,4,645,2017-09-08,1,0,0,26090,72,12.15,,6.39,2.61,0,,5.76,9.54
1782,1,0,0,0,4,605,2017-09-08,0,1,0,14255,60,11.95,,6.15,2.61,1,2017-09-18,5.8,9.34
1783,0,0,0,1,3,672,2017-09-08,0,1,0,29422,60,9.65,,6.15,2.61,0,,3.5,7.04
1784,0,0,1,0,1,735,2017-09-08,1,0,0,35000,60,5.59,,5.59,2.61,0,,0,2.98
1785,0,1,0,0,1,751,2017-09-08,0,0,1,13784,60,6.49,11,6.49,2.61,1,2017-09-19,0,3.88
1786,0,0,1,0,2,713,2017-09-08,1,0,0,34000,60,7.39,,5.59,2.61,0,,1.8,4.78
1787,1,0,0,0,1,733,2017-09-08,0,1,0,8696,60,6.05,,6.15,2.61,1,2017-09-13,-0.1,3.44
1788,0,0,1,0,2,718,2017-09-08,0,1,0,19800,60,7.44,,6.15,2.61,0,,1.29,4.83
1789,0,0,0,1,1,772,2017-09-08,1,0,0,40000,36,3.99,,3.99,2.61,0,,0,1.38
1790,0,0,0,1,3,713,2017-09-08,0,0,1,4950,36,7.89,11,6.05,2.61,1,2017-09-21,1.84,5.28
1791,0,0,0,1,3,678,2017-09-08,1,0,0,24999,66,9.75,,6.39,2.61,0,,3.36,7.14
1792,1,0,0,0,1,750,2017-09-08,0,0,1,17121,60,6.49,8.95,6.49,2.61,0,,0,3.88
1793,0,0,0,1,1,690,2017-09-08,0,0,1,26943,48,6.39,10.25,6.49,2.61,1,2017-09-21,-0.1,3.78
1794,0,0,0,1,1,786,2017-09-08,1,0,0,18762,60,5.49,,5.59,2.61,1,2017-09-27,-0.1,2.88
1795,0,0,1,0,3,670,2017-09-08,1,0,0,31999,60,9.55,,5.59,2.61,0,,3.96,6.94
1796,1,0,0,0,4,639,2017-09-08,0,1,0,39599,72,12.25,,6.89,2.61,0,,5.36,9.64
1797,1,0,0,0,4,638,2017-09-08,0,1,0,10191,72,12.25,,6.89,2.61,0,,5.36,9.64
1798,1,0,0,0,1,806,2017-09-08,1,0,0,10000,60,5.49,,5.59,2.61,0,,-0.1,2.88
1799,0,0,0,1,3,689,2017-09-08,0,1,0,21780,48,9.65,,6.15,2.61,0,,3.5,7.04
1800,0,1,0,0,1,735,2017-09-08,0,0,1,13417,72,7.29,16.9,7.29,2.61,1,2017-10-02,0,4.68
1801,0,1,0,0,1,778,2017-09-08,0,0,1,19215,60,6.3,7.77,6.49,2.61,0,,-0.19,3.69
1802,0,0,1,0,2,684,2017-09-08,1,0,0,24000,36,3.99,,3.99,2.61,1,2017-09-14,0,1.38
1803,1,0,0,0,1,750,2017-09-08,0,1,0,18202,60,6.05,,6.15,2.61,1,2017-09-15,-0.1,3.44
1804,1,0,0,0,4,666,2017-09-08,0,1,0,7919,60,11.95,,6.15,2.61,1,2017-10-05,5.8,9.34
1805,1,0,0,0,3,826,2017-09-08,0,0,1,8910,36,7.39,10.5,6.05,2.61,1,2017-09-21,1.34,4.78
1806,1,0,0,0,3,668,2017-09-08,0,0,1,11849,60,9.03,10.5,6.49,2.61,1,2017-09-19,2.54,6.42
1807,0,0,0,1,1,806,2017-09-08,1,0,0,42954,36,3.99,,3.99,2.61,0,,0,1.38
1808,0,0,0,1,1,802,2017-09-08,0,0,1,14850,48,6.24,7.99,6.49,2.61,1,2017-09-21,-0.25,3.63
1809,0,0,0,1,3,691,2017-09-08,1,0,0,30000,72,9.75,,6.39,2.61,0,,3.36,7.14
1810,0,0,1,0,2,715,2017-09-08,0,1,0,34752,72,8.09,,6.89,2.61,0,,1.2,5.48
1811,0,0,0,1,1,658,2017-09-08,0,0,1,13860,48,8.19,11.99,6.49,2.61,1,2017-09-13,1.7,5.58
1812,1,0,0,0,1,816,2017-09-08,0,0,1,12722,36,6.05,5.69,6.05,2.61,0,,0,3.44
1813,0,0,1,0,4,653,2017-09-08,1,0,0,25000,60,9.55,,5.59,2.61,0,,3.96,6.94
1814,0,0,1,0,1,776,2017-09-08,1,0,0,20294,60,5.49,,5.59,2.61,1,2017-09-15,-0.1,2.88
1815,1,0,0,0,3,697,2017-09-08,0,0,1,17487,72,7.39,7.99,7.29,2.61,1,2017-09-19,0.1,4.78
1816,0,0,1,0,1,813,2017-09-08,1,0,0,33000,36,3.99,,3.99,2.61,0,,0,1.38
1817,1,0,0,0,1,765,2017-09-08,0,0,1,14958,48,6.49,8.99,6.49,2.61,1,2017-09-29,0,3.88
1818,0,0,1,0,1,723,2017-09-08,0,1,0,38208,72,6.89,,6.89,2.61,1,2017-09-18,0,4.28
1819,0,0,1,0,4,642,2017-09-08,0,0,1,22213,48,9.78,11.25,6.49,2.61,0,,3.29,7.17
1820,1,0,0,0,4,651,2017-09-08,0,1,0,24750,60,11.95,,6.15,2.61,0,,5.8,9.34
1821,0,0,0,1,3,671,2017-09-08,0,1,0,14533,48,9.65,,6.15,2.61,1,2017-09-27,3.5,7.04
1822,0,0,1,0,1,791,2017-09-08,1,0,0,35000,60,5.49,,5.59,2.61,0,,-0.1,2.88
1823,0,0,1,0,4,647,2017-09-08,0,1,0,13563,60,11.95,,6.15,2.61,1,2017-09-13,5.8,9.34
1824,0,1,0,0,3,810,2017-09-08,0,0,1,22770,60,6.49,7.9,6.49,2.61,0,,0,3.88
1825,0,0,1,0,1,829,2017-09-08,1,0,0,26570,36,3.99,,3.99,2.61,1,2017-09-14,0,1.38
1826,0,0,0,1,1,720,2017-09-08,1,0,0,31000,72,6.39,,6.39,2.61,0,,0,3.78
1827,1,0,0,0,1,781,2017-09-08,0,1,0,21780,60,6.05,,6.15,2.61,0,,-0.1,3.44
1828,0,0,1,0,2,728,2017-09-08,1,0,0,26139,60,5.49,,5.59,2.61,1,2017-09-18,-0.1,2.88
1829,0,0,0,1,3,671,2017-09-08,1,0,0,17467,60,7.39,,5.59,2.61,0,,1.8,4.78
1830,1,0,0,0,1,753,2017-09-08,0,1,0,57420,72,6.89,,6.89,2.61,0,,0,4.28
1831,0,0,1,0,1,796,2017-09-08,0,0,1,12805,60,5.75,6.6,6.49,2.61,1,2017-10-04,-0.74,3.14
1832,0,0,1,0,1,738,2017-09-08,0,1,0,7425,60,6.05,,6.15,2.61,0,,-0.1,3.44
1833,0,0,0,1,1,760,2017-09-08,1,0,0,45000,60,5.49,,5.59,2.61,0,,-0.1,2.88
1834,0,0,0,1,4,649,2017-09-08,0,0,1,16830,72,12.35,7,7.29,2.61,1,2017-10-04,5.06,9.74
1835,0,0,1,0,3,682,2017-09-08,1,0,0,35000,60,9.55,,5.59,2.61,0,,3.96,6.94
1836,0,0,1,0,1,749,2017-09-08,0,1,0,12411,48,6.15,,6.15,2.61,1,2017-10-06,0,3.54
1837,1,0,0,0,2,711,2017-09-08,0,0,1,15491,48,7.19,7.24,6.49,2.61,0,,0.7,4.58
1838,0,0,1,0,3,694,2017-09-08,1,0,0,50000,36,9.45,,3.99,2.61,0,,5.46,6.84
1839,0,1,0,0,1,746,2017-09-08,0,0,1,29597,48,6.03,7.5,6.49,2.61,0,,-0.46,3.42
1840,0,0,1,0,1,830,2017-09-08,1,0,0,20000,36,3.99,,3.99,2.61,1,2017-10-03,0,1.38
1841,0,0,1,0,3,745,2017-09-08,0,0,1,9692,36,7.39,16.29,6.05,2.61,1,2017-10-04,1.34,4.78
1842,1,0,0,0,2,701,2017-09-08,0,0,1,12484,60,8.09,14,6.49,2.61,1,2017-09-13,1.6,5.48
1843,0,0,0,1,1,746,2017-09-08,1,0,0,33000,72,6.39,,6.39,2.61,0,,0,3.78
1844,0,0,0,1,4,654,2017-09-08,0,0,1,26730,66,7.99,9.25,7.29,2.61,0,,0.7,5.38
1845,0,0,1,0,3,699,2017-09-08,0,0,1,32225,72,8.39,10.24,7.29,2.61,0,,1.1,5.78
1846,0,0,1,0,2,715,2017-09-08,0,0,1,14453,60,7.59,11,6.49,2.61,0,,1.1,4.98
1847,1,0,0,0,3,699,2017-09-08,1,0,0,40000,48,9.55,,5.59,2.61,0,,3.96,6.94
1848,0,0,1,0,1,779,2017-09-08,1,0,0,40000,60,5.09,,5.59,2.61,0,,-0.5,2.48
1849,1,0,0,0,3,671,2017-09-08,0,1,0,29700,60,9.65,,6.15,2.61,0,,3.5,7.04
1850,1,0,0,0,4,664,2017-09-08,0,1,0,13684,60,11.95,,6.15,2.61,0,,5.8,9.34
1851,0,0,1,0,1,801,2017-09-08,0,0,1,23792,60,6.39,11,6.49,2.61,0,,-0.1,3.78
1852,0,0,0,1,3,681,2017-09-08,0,0,1,19056,60,10.37,11.84,6.49,2.61,0,,3.88,7.76
1853,0,0,0,1,1,793,2017-09-08,0,1,0,9661,48,6.15,,6.15,2.61,1,2017-09-15,0,3.54
1854,1,0,0,0,4,647,2017-09-08,0,1,0,24750,48,11.95,,6.15,2.61,0,,5.8,9.34
1855,0,0,1,0,1,790,2017-09-08,1,0,0,30000,36,3.99,,3.99,2.61,0,,0,1.38
1856,1,0,0,0,3,694,2017-09-08,1,0,0,50000,60,7.39,,5.59,2.61,0,,1.8,4.78
1857,0,1,0,0,3,765,2017-09-08,0,0,1,26037,60,7.39,6.9,6.49,2.61,0,,0.9,4.78
1858,1,0,0,0,1,811,2017-09-08,1,0,0,35000,36,3.99,,3.99,2.61,0,,0,1.38
1859,0,0,0,1,1,615,2017-09-08,0,0,1,14850,72,8.19,15.09,7.29,2.61,1,2017-09-22,0.9,5.58
1860,1,0,0,0,1,797,2017-09-08,1,0,0,12621,36,3.99,,3.99,2.61,1,2017-10-20,0,1.38
1861,1,0,0,0,1,745,2017-09-08,1,0,0,40000,60,5.49,,5.59,2.61,0,,-0.1,2.88
1862,0,0,1,0,1,803,2017-09-08,0,0,1,12416,36,5.75,6.99,6.05,2.61,1,2017-09-20,-0.3,3.14
1863,1,0,0,0,3,672,2017-09-08,0,0,1,17263,66,7.39,7.85,7.29,2.61,1,2017-09-21,0.1,4.78
1864,0,1,0,0,3,728,2017-09-08,0,0,1,20295,72,7.29,8.59,7.29,2.61,0,,0,4.68
1865,1,0,0,0,4,669,2017-09-08,0,0,1,20790,60,7.99,8.5,6.49,2.61,0,,1.5,5.38
1866,0,0,0,1,2,710,2017-09-08,1,0,0,28662,60,7.39,,5.59,2.61,0,,1.8,4.78
1867,0,1,0,0,2,710,2017-09-08,0,0,1,16130,48,7.19,8.65,6.49,2.61,1,2017-09-15,0.7,4.58
1868,0,0,0,1,1,823,2017-09-08,0,1,0,18810,60,6.05,,6.15,2.61,0,,-0.1,3.44
1869,0,0,1,0,3,678,2017-09-08,0,0,1,19800,60,7.39,8.8,6.49,2.61,0,,0.9,4.78
1870,0,0,0,1,1,737,2017-09-09,1,0,0,14315,36,3.99,,3.99,2.61,1,2017-09-19,0,1.38
1871,1,0,0,0,2,729,2017-09-08,0,1,0,19800,48,7.44,,6.15,2.61,0,,1.29,4.83
1872,0,0,1,0,1,813,2017-09-08,1,0,0,40000,36,3.99,,3.99,2.61,0,,0,1.38
1873,1,0,0,0,1,770,2017-09-11,0,0,1,13462,72,7.29,19,7.29,2.615,1,2017-10-06,0,4.675
1874,0,0,1,0,1,827,2017-09-08,1,0,0,33000,60,5.49,,5.59,2.61,0,,-0.1,2.88
1875,0,0,1,0,1,777,2017-09-08,1,0,0,10000,36,3.99,,3.99,2.61,1,2017-09-14,0,1.38
1876,0,0,0,1,1,795,2017-09-08,0,1,0,29700,60,6.05,,6.15,2.61,0,,-0.1,3.44
1877,1,0,0,0,1,732,2017-09-08,1,0,0,12000,60,5.49,,5.59,2.61,1,2017-10-13,-0.1,2.88
1878,0,0,1,0,3,689,2017-09-08,0,1,0,17325,60,9.65,,6.15,2.61,0,,3.5,7.04
1879,0,0,0,1,3,683,2017-09-08,0,0,1,13860,48,10.85,14.99,6.49,2.61,1,2017-09-18,4.36,8.24
1880,0,0,1,0,3,670,2017-09-08,0,1,0,19800,36,9.65,,5.65,2.61,0,,4,7.04
1881,1,0,0,0,3,691,2017-09-08,1,0,0,27000,60,9.55,,5.59,2.61,0,,3.96,6.94
1882,0,0,1,0,3,691,2017-09-08,0,1,0,23463,60,9.65,,6.15,2.61,0,,3.5,7.04
1883,1,0,0,0,3,677,2017-09-08,0,0,1,13476,60,10.85,6,6.49,2.61,0,,4.36,8.24
1884,1,0,0,0,1,727,2017-09-08,0,1,0,19800,60,6.05,,6.15,2.61,0,,-0.1,3.44
1885,0,0,0,1,2,716,2017-09-08,1,0,0,35000,60,7.39,,5.59,2.61,0,,1.8,4.78
1886,0,0,1,0,4,643,2017-09-08,1,0,0,16000,72,12.15,,6.39,2.61,0,,5.76,9.54
1887,1,0,0,0,1,668,2017-09-08,1,0,0,28424,60,5.49,,5.59,2.61,1,2017-09-26,-0.1,2.88
1888,0,0,1,0,1,806,2017-09-08,0,1,0,21780,36,5.65,,5.65,2.61,0,,0,3.04
1889,0,0,1,0,1,728,2017-09-08,1,0,0,35000,60,5.49,,5.59,2.61,0,,-0.1,2.88
1890,1,0,0,0,3,657,2017-09-08,0,1,0,31680,66,10.25,,6.89,2.61,0,,3.36,7.64
1891,0,0,1,0,1,761,2017-09-08,1,0,0,27565,72,6.39,,6.39,2.61,1,2017-09-15,0,3.78
1892,1,0,0,0,1,772,2017-09-08,0,1,0,24750,60,6.05,,6.15,2.61,0,,-0.1,3.44
1893,1,0,0,0,1,733,2017-09-08,0,0,1,11053,60,5.77,7.24,6.49,2.61,1,2017-09-19,-0.72,3.16
1894,0,0,1,0,1,741,2017-09-08,1,0,0,39999,60,5.49,,5.59,2.61,0,,-0.1,2.88
1895,1,0,0,0,1,717,2017-09-08,1,0,0,35000,60,5.49,,5.59,2.61,0,,-0.1,2.88
1896,0,0,0,1,1,781,2017-09-08,1,0,0,48000,72,6.39,,6.39,2.61,0,,0,3.78
1897,1,0,0,0,1,723,2017-09-08,0,1,0,29904,60,6.05,,6.15,2.61,0,,-0.1,3.44
1898,0,1,0,0,2,721,2017-09-08,0,0,1,17820,60,8.09,7,6.49,2.61,0,,1.6,5.48
1899,1,0,0,0,1,716,2017-09-08,1,0,0,31379,60,5.49,,5.59,2.61,1,2017-09-21,-0.1,2.88
1900,0,0,0,1,2,723,2017-09-08,0,0,1,6830,36,7.39,11,6.05,2.61,1,2017-10-03,1.34,4.78
1901,1,0,0,0,1,779,2017-09-08,0,0,1,18570,36,6.05,7.99,6.05,2.61,1,2017-09-22,0,3.44
1902,1,0,0,0,2,725,2017-09-08,1,0,0,40000,36,7.34,,3.99,2.61,0,,3.35,4.73
1903,0,0,0,1,2,703,2017-09-08,0,1,0,18382,48,7.44,,6.15,2.61,1,2017-09-13,1.29,4.83
1904,0,0,1,0,3,710,2017-09-11,1,0,0,30672,60,7.39,,5.59,2.615,0,,1.8,4.775
1905,1,0,0,0,2,685,2017-09-08,1,0,0,29999,60,7.39,,5.59,2.61,0,,1.8,4.78
1906,1,0,0,0,1,754,2017-09-08,0,0,1,23172,60,6.49,5.29,6.49,2.61,0,,0,3.88
1907,0,1,0,0,1,814,2017-09-08,0,0,1,23574,72,6.49,9.95,7.29,2.61,0,,-0.8,3.88
1908,1,0,0,0,2,721,2017-09-08,0,0,1,22840,48,7.19,8.5,6.49,2.61,0,,0.7,4.58
1909,0,0,0,1,1,750,2017-09-08,1,0,0,26000,36,3.99,,3.99,2.61,0,,0,1.38
1910,0,0,0,1,1,732,2017-09-08,0,1,0,24717,60,6.05,,6.15,2.61,1,2017-10-12,-0.1,3.44
1911,1,0,0,0,3,676,2017-09-08,0,1,0,21780,60,9.65,,6.15,2.61,0,,3.5,7.04
1912,1,0,0,0,1,803,2017-09-08,1,0,0,20000,36,3.99,,3.99,2.61,0,,0,1.38
1913,1,0,0,0,4,656,2017-09-08,0,1,0,39599,48,11.95,,6.15,2.61,0,,5.8,9.34
1914,1,0,0,0,3,689,2017-09-08,0,1,0,15839,60,9.65,,6.15,2.61,0,,3.5,7.04
1915,0,0,0,1,4,652,2017-09-08,0,1,0,26317,66,12.25,,6.89,2.61,0,,5.36,9.64
1916,0,0,0,1,2,712,2017-09-08,0,1,0,6930,36,7.39,,5.65,2.61,1,2017-10-27,1.74,4.78
1917,0,0,1,0,1,816,2017-09-08,1,0,0,23000,60,5.49,,5.59,2.61,0,,-0.1,2.88
1918,0,0,0,1,1,749,2017-09-08,1,0,0,45000,60,5.49,,5.59,2.61,0,,-0.1,2.88
1919,0,0,0,1,3,683,2017-09-08,0,0,1,9057,36,8.03,9.5,6.05,2.61,0,,1.98,5.42
1920,0,0,0,1,1,769,2017-09-08,0,1,0,24750,60,6.05,,6.15,2.61,0,,-0.1,3.44
1921,0,0,0,1,1,767,2017-09-08,0,1,0,31482,60,6.05,,6.15,2.61,0,,-0.1,3.44
1922,0,0,0,1,4,655,2017-09-08,0,0,1,19800,60,9.97,11.44,6.49,2.61,1,2017-09-27,3.48,7.36
1923,1,0,0,0,1,742,2017-09-08,1,0,0,35000,60,5.49,,5.59,2.61,0,,-0.1,2.88
1924,0,0,0,1,1,736,2017-09-08,1,0,0,63000,36,3.99,,3.99,2.61,0,,0,1.38
1925,1,0,0,0,1,821,2017-09-08,1,0,0,21170,60,5.49,,5.59,2.61,0,,-0.1,2.88
1926,0,0,1,0,1,734,2017-09-08,1,0,0,30000,60,5.49,,5.59,2.61,0,,-0.1,2.88
1927,1,0,0,0,1,833,2017-09-08,1,0,0,30000,36,3.99,,3.99,2.61,0,,0,1.38
1928,0,0,1,0,1,748,2017-09-08,1,0,0,35000,36,3.99,,3.99,2.61,0,,0,1.38
1929,0,0,0,1,3,739,2017-09-08,0,1,0,9900,60,5.59,,6.15,2.61,0,,-0.56,2.98
1930,0,0,1,0,1,741,2017-09-08,1,0,0,33000,60,5.49,,5.59,2.61,0,,-0.1,2.88
1931,0,0,0,1,4,658,2017-09-08,0,1,0,49500,60,11.7,,6.15,2.61,0,,5.55,9.09
1932,0,1,0,0,1,733,2017-09-08,0,0,1,25177,60,6.49,8.89,6.49,2.61,1,2017-09-21,0,3.88
1933,0,0,1,0,2,724,2017-09-08,1,0,0,43402,60,7.39,,5.59,2.61,0,,1.8,4.78
1934,0,0,0,1,4,653,2017-09-08,1,0,0,26000,72,12.05,,6.39,2.61,0,,5.66,9.44
1935,0,0,1,0,1,773,2017-09-08,1,0,0,35000,60,5.49,,5.59,2.61,0,,-0.1,2.88
1936,1,0,0,0,2,723,2017-09-08,1,0,0,25000,60,7.39,,5.59,2.61,0,,1.8,4.78
1937,0,0,1,0,3,739,2017-09-08,0,1,0,14849,60,5.59,,6.15,2.61,1,2017-09-18,-0.56,2.98
1938,1,0,0,0,2,708,2017-09-08,1,0,0,22000,60,7.39,,5.59,2.61,0,,1.8,4.78
1939,0,0,0,1,1,814,2017-09-08,0,0,1,9900,36,5.55,8.5,6.05,2.61,1,2017-10-24,-0.5,2.94
1940,1,0,0,0,2,760,2017-09-08,0,1,0,39600,60,7.44,,6.15,2.61,0,,1.29,4.83
1941,1,0,0,0,2,726,2017-09-08,1,0,0,31000,60,7.39,,5.59,2.61,0,,1.8,4.78
1942,1,0,0,0,1,805,2017-09-08,0,1,0,15859,60,6.05,,6.15,2.61,1,2017-09-21,-0.1,3.44
1943,0,0,0,1,1,823,2017-09-08,1,0,0,25000,60,5.49,,5.59,2.61,0,,-0.1,2.88
1944,1,0,0,0,3,734,2017-09-08,0,1,0,23394,60,5.59,,6.15,2.61,1,2017-09-18,-0.56,2.98
1945,0,0,1,0,1,745,2017-09-08,0,1,0,20394,60,6.05,,6.15,2.61,1,2017-09-29,-0.1,3.44
1946,0,0,0,1,1,743,2017-09-08,0,1,0,5643,72,6.89,,6.89,2.61,1,2017-09-22,0,4.28
1947,1,0,0,0,1,828,2017-09-08,0,1,0,29700,48,6.15,,6.15,2.61,0,,0,3.54
1948,0,0,1,0,1,676,2017-09-08,0,0,1,13906,60,6.39,8.9,6.49,2.61,1,2017-10-02,-0.1,3.78
1949,1,0,0,0,3,670,2017-09-08,0,0,1,8718,36,7.39,8.24,6.05,2.61,1,2017-09-22,1.34,4.78
1950,0,0,1,0,1,783,2017-09-08,1,0,0,32000,60,5.49,,5.59,2.61,0,,-0.1,2.88
1951,0,0,0,1,4,660,2017-09-08,1,0,0,31000,72,12.15,,6.39,2.61,0,,5.76,9.54
1952,1,0,0,0,1,733,2017-09-08,0,1,0,13819,60,6.05,,6.15,2.61,1,2017-09-21,-0.1,3.44
1953,0,0,0,1,1,768,2017-09-08,1,0,0,34000,60,5.09,,5.59,2.61,0,,-0.5,2.48
1954,0,0,0,1,1,799,2017-09-08,1,0,0,35000,36,3.99,,3.99,2.61,0,,0,1.38
1955,0,0,1,0,1,810,2017-09-08,1,0,0,20000,36,3.99,,3.99,2.61,1,2017-09-15,0,1.38
1956,0,0,1,0,1,750,2017-09-08,0,0,1,18281,60,6.39,7.9,6.49,2.61,1,2017-09-27,-0.1,3.78
1957,0,1,0,0,3,695,2017-09-08,0,0,1,9308,72,10.03,11.5,7.29,2.61,0,,2.74,7.42
1958,1,0,0,0,3,664,2017-09-08,0,1,0,15839,60,9.65,,6.15,2.61,0,,3.5,7.04
1959,0,0,1,0,4,656,2017-09-08,0,0,1,16945,60,9.53,11,6.49,2.61,0,,3.04,6.92
1960,0,0,1,0,3,694,2017-09-08,0,0,1,8033,48,9.53,11,6.49,2.61,0,,3.04,6.92
1961,0,1,0,0,2,713,2017-09-08,0,0,1,14171,60,8.09,5.99,6.49,2.61,0,,1.6,5.48
1962,0,1,0,0,3,722,2017-09-08,0,0,1,30690,72,8.49,10.99,7.29,2.61,0,,1.2,5.88
1963,0,0,1,0,1,734,2017-09-08,0,1,0,19800,36,5.65,,5.65,2.61,0,,0,3.04
1964,1,0,0,0,1,778,2017-09-08,0,1,0,26708,72,6.89,,6.89,2.61,1,2017-09-13,0,4.28
1965,0,0,1,0,1,772,2017-09-08,1,0,0,20924,36,3.99,,3.99,2.61,1,2017-09-14,0,1.38
1966,0,0,1,0,2,708,2017-09-08,1,0,0,25000,60,7.39,,5.59,2.61,0,,1.8,4.78
1967,0,0,1,0,2,717,2017-09-08,1,0,0,18000,60,7.39,,5.59,2.61,1,2017-10-02,1.8,4.78
1968,0,0,0,1,3,671,2017-09-08,1,0,0,35000,60,9.45,,5.59,2.61,0,,3.86,6.84
1969,1,0,0,0,2,717,2017-09-08,0,1,0,44550,66,8.09,,6.89,2.61,0,,1.2,5.48
1970,0,0,1,0,1,816,2017-09-08,1,0,0,40000,48,5.59,,5.59,2.61,0,,0,2.98
1971,1,0,0,0,1,794,2017-09-08,1,0,0,40000,60,5.49,,5.59,2.61,0,,-0.1,2.88
1972,0,0,0,1,2,713,2017-09-08,0,1,0,20790,60,7.44,,6.15,2.61,0,,1.29,4.83
1973,1,0,0,0,1,776,2017-09-08,0,0,1,13923,60,6.49,11.3,6.49,2.61,1,2017-10-06,0,3.88
1974,0,0,1,0,4,645,2017-09-08,1,0,0,20000,60,11.85,,5.59,2.61,0,,6.26,9.24
1975,1,0,0,0,4,654,2017-09-08,0,1,0,32820,60,11.95,,6.15,2.61,0,,5.8,9.34
1976,0,0,1,0,3,687,2017-09-11,0,0,1,10890,36,10.75,14,6.05,2.615,0,,4.7,8.135
1977,0,0,0,1,1,738,2017-09-09,1,0,0,35500,36,3.99,,3.99,2.61,1,2017-09-19,0,1.38
1978,0,0,0,1,1,814,2017-09-08,0,1,0,16108,60,6.05,,6.15,2.61,1,2017-09-15,-0.1,3.44
